dep_lat,dep_lng,arr_lat,arr_lng,distance,hour,dayofweek,car_type,weight,duration,profit_per_min
35.1171742273377,126.89956982343,37.4757543391204,126.937662536311,303.5,19,3,5t,4.0,208,1538.4615384615386
37.6090606636254,126.89239687218,35.0885929235698,129.041695357866,434.2,11,6,5t,3.5,300,1200.0
38.0151960017294,127.174037581433,37.4812614139228,126.775776832962,103.6,12,3,1.4t,1.2,127,1102.3622047244094
36.3513068659138,128.696465752697,35.8129603233596,128.509524740432,80.6,4,4,1t,0.7,69,1565.2173913043478
37.4945624946943,127.028021576072,35.2010951782395,129.088148947247,394.6,4,4,1t,0.4,272,882.3529411764706
37.2851369157695,127.031292924533,37.5008893255812,127.104937088908,37.0,14,2,1t,0.4,55,1090.909090909091
37.5637599819701,126.859287285165,35.1669382399549,126.803737418873,320.6,20,1,2.5t,2.2,233,1201.716738197425
35.8680145632815,128.562880096524,37.6836670132398,127.043760001668,284.6,2,0,1.4t,1.3,213,1014.0845070422536
37.3469591874933,126.75049001307,36.4974475199826,127.248732829656,145.1,4,2,5t,3.3,109,2311.9266055045873
37.6449831879231,127.300313992074,37.199591477102,127.056196053378,81.6,13,3,2.5t,2.4,70,1714.2857142857142
35.8155517204154,127.106458558943,36.3351257216481,126.608669455734,102.4,13,6,5t,4.8,81,2592.5925925925926
35.6131315360991,128.4695951725,37.1973564757119,127.098264155683,273.0,3,2,5t,2.7,194,1731.958762886598
35.8475036471801,129.208668016906,36.5647149413356,127.704803483974,186.1,3,1,1t,0.8,128,1218.75
35.2762392797851,126.509599226215,35.8517492335763,129.20661654885,320.4,1,2,5t,2.9,214,1794.392523364486
35.5397546403017,129.338110323959,37.6487637140476,126.779727484108,409.0,10,6,5t,3.1,282,1276.595744680851
37.5350925306252,127.122476831553,37.743763915836,127.09971952722,33.5,23,3,2.5t,2.2,33,3272.7272727272725
37.558980825258,126.829043634836,35.2234874665587,128.680819638927,393.8,6,5,5t,4.1,304,1052.6315789473683
35.8848935085678,128.613939558334,37.2112567036422,127.042719630889,254.6,17,2,5t,3.1,188,1489.3617021276596
37.1943898832788,126.938716827688,37.5201818101191,126.908270942483,47.3,0,6,5t,2.9,83,1734.9397590361446
35.8609224581811,127.123779701189,37.0050568080204,127.101869777403,147.0,22,0,2.5t,2.5,114,1894.7368421052631
37.3673656626807,127.107313451392,37.2065916752947,127.058206418938,28.5,13,3,5t,4.1,39,2564.102564102564
36.7722731893315,127.067789451815,36.5290391517885,127.368276062446,64.8,2,1,5t,5.0,56,2785.714285714286
37.3336152570594,127.922510499123,35.8448082728776,129.180627645828,258.6,18,3,5t,3.3,168,1666.6666666666667
35.8863011504199,128.650267538736,37.2810786254566,127.440252552629,229.4,14,1,5t,4.3,162,1728.3950617283951
37.8595470250884,127.724792997265,35.9320654256477,128.556129121979,279.4,16,3,5t,4.5,183,1530.0546448087432
35.9808170342174,126.713823607169,37.6555029692986,127.062453431124,231.6,18,6,5t,3.5,195,1435.8974358974358
37.6377745450555,127.032901772558,35.1633059594121,129.06102082303,393.0,4,2,5t,5.0,287,1337.979094076655
35.2035092686977,129.057688729224,37.2703275459723,127.009820107536,369.1,4,4,5t,4.9,256,1500.0
34.9750599999262,128.325752884367,37.7461881203588,127.099007962019,383.9,6,4,5t,4.9,253,1264.8221343873518
36.3281877261908,127.440243751059,35.8880263329851,128.630182117266,153.8,19,4,1t,0.8,119,1092.436974789916
35.9209946005859,128.601711007497,36.5169639256781,126.345812118423,288.8,1,0,1.4t,1.4,211,1023.696682464455
37.4214860428085,127.120800338626,35.2256038891921,129.094553487118,372.7,18,2,2.5t,2.2,259,1081.081081081081
37.2828172379918,127.112222550276,37.6404510517155,126.48564386267,96.2,21,5,1t,0.7,111,810.8108108108108
35.3073725852815,127.295891101295,37.5390732857955,126.722322287369,304.4,10,1,1t,1.0,212,943.3962264150944
36.0930365209393,128.424819498963,37.5297717997901,126.964735959893,262.4,7,6,5t,4.0,208,1346.1538461538462
36.3118052864194,127.566308991818,37.4706550321678,126.705324904105,188.9,0,1,5t,2.8,155,1625.8064516129032
37.2696604081393,127.06671074647,37.494719445576,126.723357311632,55.9,5,0,1.4t,1.3,59,1627.1186440677966
37.5660898818081,129.119732150576,37.8375427657127,127.064015269961,255.1,0,5,1.4t,1.1,168,1285.7142857142858
36.8111320967216,127.101690708985,37.3082009257253,126.82881215965,94.7,21,1,5t,4.6,84,1785.7142857142858
37.555351106421,127.087426298542,35.4218428497004,128.655381202253,329.9,19,3,1.4t,1.1,239,878.6610878661088
37.4748943203926,126.808207745763,37.5451988404929,126.971868955274,21.5,18,3,5t,4.1,61,1639.344262295082
37.5139062019244,127.031512613067,36.8994052122597,126.624858241523,103.5,1,4,5t,3.2,104,2423.076923076923
37.5689246438055,126.986179043477,35.8387169187869,128.481901836708,287.1,0,1,5t,4.2,220,1527.2727272727273
37.4545967885159,126.639496827689,37.2380523620081,127.046724225028,56.2,15,3,5t,3.5,87,1494.2528735632184
37.400051344303,126.922930256832,37.3099255718985,126.83136890432,19.6,19,5,2.5t,1.8,43,1627.906976744186
36.4108673894524,128.15079386227,37.6403526890371,127.027736337054,209.4,23,1,5t,4.7,159,2113.2075471698113
36.8156483918179,128.627824557504,37.6035284975006,127.031086070136,201.7,16,5,2.5t,2.0,151,1655.6291390728477
37.2141179281628,126.974211780276,36.3880895599645,127.307501176102,148.0,6,0,1.4t,1.4,116,1206.896551724138
37.7543307216165,128.90090079942,35.8395497964707,128.526939317224,337.8,13,1,5t,4.5,218,1467.8899082568807
37.6146804089045,126.728304813585,37.4734430827987,127.027041463136,39.3,7,2,5t,3.0,84,1428.5714285714287
35.2204608601381,128.685248964363,37.593864954087,127.000928498407,368.3,11,2,5t,4.5,298,1073.8255033557048
37.6260021250471,127.016267043193,37.558600023893,126.998426824034,9.2,21,2,1t,1.0,34,1176.4705882352941
37.2595368917521,126.963622313019,35.1720103318239,126.819488667239,274.2,1,1,2.5t,2.0,185,1621.6216216216217
37.4838379748457,126.856667213471,34.9274282099789,128.072577557658,360.3,20,2,5t,3.5,271,1180.8118081180812
35.1470712082667,126.854023993193,36.811908900271,127.795965452603,249.2,5,3,5t,4.0,180,1866.6666666666667
37.4522430685941,126.656957967932,35.545434031651,129.313689441793,391.9,11,4,1t,0.9,293,682.5938566552901
37.6469323182974,127.122773555582,36.126398761292,128.333850404919,240.1,6,4,5t,3.0,186,1505.3763440860216
35.5594137817273,128.266024097808,37.5327952485335,127.006347104714,319.2,12,0,5t,3.2,246,1300.8130081300812
37.5798905453514,127.046155857048,37.4861085576283,126.811752046151,38.3,13,6,5t,2.8,73,1643.835616438356
35.1935671804652,128.802339070083,37.6444008549337,127.011013555084,388.7,18,1,2.5t,2.0,292,958.9041095890411
37.4860523884533,127.121017292253,37.4754357425016,126.660333992535,70.0,12,1,5t,2.9,81,1851.851851851852
37.9113550280234,127.7385486875,36.3915785247952,127.313879427773,247.1,8,4,5t,3.8,175,1600.0
36.1022985169345,129.38925830944,36.8229530670955,128.622734301258,162.3,9,4,2.5t,1.9,111,1621.6216216216217
37.4458030051465,126.373972893501,37.5119862305153,127.087036369263,78.1,7,3,5t,4.5,91,1648.3516483516485
37.5585306868619,126.856365811046,37.3090419937095,127.085109846475,48.2,2,0,5t,3.8,79,1822.7848101265822
37.3709294945774,126.936823633335,35.9631429303363,128.750537304794,298.5,14,1,2.5t,2.5,222,1126.126126126126
37.5661780024304,126.920982352895,35.4993610005382,129.345951848733,394.1,20,6,5t,4.7,300,1066.6666666666667
35.1472807270829,129.030225082946,35.2287646391523,129.012924193604,13.6,22,2,2.5t,1.8,23,3652.1739130434785
35.335428288386,129.038550604225,35.1924161173801,128.80156711947,35.3,21,4,5t,4.1,33,3636.3636363636365
37.5655118190055,127.189466279873,37.289754363332,126.998770761352,49.7,23,3,5t,2.8,63,2285.714285714286
37.5229080475242,126.883516042873,37.570700186669,127.007323809304,13.7,22,6,1t,0.4,48,1000.0
37.2708869099097,127.152951230692,34.8815110534475,128.477558677479,351.6,17,4,5t,3.8,246,1300.8130081300812
34.9778813045906,127.543568718993,34.8109833603225,126.448972101215,129.7,10,1,1.4t,1.2,88,1590.909090909091
37.3062012069772,127.816587824424,36.5597847830906,128.743131684539,148.3,18,3,5t,5.0,104,2019.2307692307693
37.5582326056179,127.089681898046,37.5033834068022,127.116374450577,10.7,20,0,1t,0.7,29,1379.3103448275863
35.9139039301771,128.820955005633,35.3010680812344,126.782886943418,245.1,21,2,1t,0.9,167,1017.9640718562874
35.9062807867271,128.60966634393,35.8753895686424,128.58733957215,5.0,6,0,5t,2.8,15,6000.0
37.6271236259745,127.037167806305,35.8617021241477,128.54510999533,278.8,23,1,1t,0.2,224,910.7142857142857
36.0073812503141,129.335701472403,37.6445503138146,126.791399340801,359.4,0,1,1t,0.4,247,971.65991902834
37.3100917054677,126.815880487304,36.3627545590923,127.357184529603,159.9,23,1,5t,3.3,131,1923.6641221374045
37.3325862777894,127.929651606773,35.1788515914941,128.139704844182,328.1,1,2,5t,3.7,215,1786.046511627907
37.4698466634168,126.891805432336,37.5200155759933,126.903192067736,8.1,1,2,5t,4.8,26,4153.846153846154
37.4861085576283,126.811752046151,36.6351572153283,127.328282054463,140.2,21,5,5t,4.4,126,1666.6666666666667
35.1508972383966,126.90328168468,34.7596674568549,127.604063943312,120.1,10,1,1t,0.8,97,1340.2061855670104
37.487535475489,126.894018727873,36.4720180091442,127.128136253013,137.5,15,3,2.5t,2.0,128,1406.25
37.5414872552604,126.974201286206,37.4676086860899,126.888078312806,19.9,2,6,1t,0.2,38,1263.157894736842
35.8424064728933,127.127791094042,37.370222636525,126.729527559229,217.6,11,1,2.5t,2.0,158,1582.2784810126582
37.0196971621704,127.500432523832,37.4905559987594,126.991078352383,89.1,20,0,5t,4.3,95,1578.9473684210527
37.383298931388,126.642254785841,36.0734310090467,129.40681854634,354.8,9,4,5t,4.0,271,1180.8118081180812
35.8888106714846,128.5918709729,37.579946481073,126.871245804445,302.7,10,5,5t,3.2,230,1391.304347826087
37.222513752732,127.086781504222,35.2407265184115,126.605725114452,260.9,15,1,5t,4.4,199,1407.035175879397
37.7459094946794,126.479536791103,36.0346076286526,129.380211444665,393.7,23,6,5t,3.8,309,1242.7184466019417
34.8004271962667,126.698337031785,37.6322340428175,127.141725383144,353.6,13,0,1t,0.8,254,787.4015748031496
37.5151253857251,126.918083977379,37.4290707314752,127.257216500696,48.3,18,6,2.5t,2.2,60,1500.0
37.3506755947462,127.948158149889,35.2126246529947,129.016182067275,320.1,9,6,5t,3.5,213,1502.3474178403756
37.2783911468014,127.016282144388,37.4885469199232,126.993690562682,29.2,16,5,1t,0.4,56,892.8571428571429
36.3481001030154,127.378127687561,37.4775555189987,127.044216118615,153.7,22,0,5t,2.8,125,2016.0
37.4566827523591,127.033014415935,37.6388659650561,127.028154993502,26.7,23,6,1t,0.3,55,1090.909090909091
37.4366848528908,127.138451859304,36.6911992718118,126.838671358207,115.7,16,2,5t,3.4,101,2079.207920792079
37.194667122401,128.155093663851,36.3277830631313,127.435084991618,162.3,20,5,1t,0.3,131,992.3664122137404
37.305468406072,127.003429048569,37.6703932101349,126.759714417489,65.9,7,1,1t,0.4,66,1060.6060606060605
37.2072902835058,127.010780735225,37.5341678683387,126.96209770037,62.2,1,5,5t,4.5,83,1879.5180722891566
37.241976978084,127.031353964229,36.3248318494738,127.397526764281,130.8,14,3,1.4t,1.2,121,1157.0247933884298
35.1560644953329,128.711880168272,36.6458696345997,127.475749758878,260.6,14,0,5t,3.5,206,1359.2233009708739
34.8470246241614,128.428761106729,35.4936924296034,129.08452300809,177.4,16,6,5t,3.0,125,1680.0
36.5355520335025,129.406042320814,37.6428020955124,126.786192173954,367.1,5,3,5t,4.4,239,1606.694560669456
35.1538142945264,129.112417565962,37.489535883518,126.884585547749,408.6,0,1,5t,3.1,315,1371.4285714285713
37.4831438696652,126.911414200262,35.3064919280129,128.925923600591,372.4,15,2,1t,0.4,275,727.2727272727273
37.6261198407839,127.16663544345,35.2529887092379,129.216967792544,394.0,15,0,1t,0.9,271,738.0073800738007
37.846833927788,127.099574120644,35.1491137355468,126.770319761997,334.5,20,0,1.4t,1.1,240,875.0
37.3712022652921,127.251170795833,37.3601863568123,126.931606320298,37.1,13,4,5t,4.9,34,3529.4117647058824
35.1743011413883,129.181826933915,37.4829971208747,126.887229996008,421.9,8,2,5t,4.0,305,1180.327868852459
37.4176503450063,127.126883023947,37.5263484363528,127.033746494903,19.5,7,6,5t,2.9,54,1666.6666666666667
35.1347678275725,129.05561692271,37.377757410038,127.113820337024,376.0,4,3,2.5t,2.3,268,1253.7313432835822
36.601608184828,126.665333140632,36.3522185506588,127.400239438161,94.3,23,1,1.4t,1.1,75,1600.0
36.3688938556942,127.337801475367,35.1593343749091,126.843333778847,163.5,21,5,5t,4.4,115,1826.0869565217392
37.6079641055929,127.146922923965,37.6399451228656,126.836347496728,46.5,11,2,2.5t,2.5,48,1875.0
36.1972231871335,127.084379729303,36.8335153729671,127.12974553416,82.9,13,5,5t,4.1,65,2307.6923076923076
36.1016994651744,128.38303541507,37.5115827357303,126.725726879257,273.1,18,6,2.5t,2.3,209,1196.1722488038276
37.4808900037718,126.898539239007,36.6737496676795,126.274056180048,137.7,9,2,5t,3.7,137,1532.846715328467
37.53205228842,126.650257068537,34.8383352458981,127.89595718251,398.7,14,5,2.5t,2.1,296,945.9459459459459
35.9682086380043,128.934089812906,37.5199852537917,126.899255540199,305.9,13,5,2.5t,2.3,235,1191.4893617021276
37.4874193891262,126.981558176422,37.1665526203109,127.105047264513,46.1,4,3,2.5t,2.4,57,1894.7368421052631
37.623625579565,127.15220977382,37.3950475853019,126.918327766191,50.3,21,4,1t,0.3,62,1129.032258064516
37.643558210595,126.626609119571,35.3459614897486,129.037550468103,421.8,0,0,5t,4.3,324,1333.3333333333333
37.0416544957759,127.052932060598,37.5184633615263,127.038030095886,77.0,2,1,2.5t,1.8,87,1655.1724137931035
37.5840544057363,127.090618598449,37.5946874943859,126.716805166577,49.5,18,4,2.5t,1.7,71,1267.605633802817
37.5405755073876,127.213922918074,37.5032423336041,127.046583628023,21.5,7,3,1.4t,1.4,49,1224.4897959183672
37.1665694369439,127.095837356544,37.4810855548974,126.950920174114,47.3,10,1,1.4t,1.4,65,1076.923076923077
35.1646070646038,128.473453776362,35.406500144553,127.38264039086,158.2,19,1,1t,0.6,112,1160.7142857142858
37.2369414304741,127.218234629877,37.4943913780674,127.027704884891,42.4,16,2,5t,4.4,72,1666.6666666666667
34.8666518978368,128.687772551901,35.6535615693813,128.419046825272,140.0,6,0,1t,0.7,116,1120.6896551724137
35.8361154435116,127.119269653865,36.9241949602293,128.205284250629,246.6,6,6,2.5t,2.0,190,1315.7894736842106
35.4843751164779,129.418996252329,35.2277355014352,129.088535037194,63.7,6,0,5t,4.0,75,1733.3333333333333
37.4849247908331,126.896543806413,37.4730463798123,127.141265991169,27.4,5,6,2.5t,2.3,51,1882.3529411764705
35.1475106953612,129.110093198017,35.0865067336134,126.029426259241,366.9,8,0,5t,5.0,301,1063.1229235880398
37.5066568868208,127.047230417697,35.207368935082,128.563477921823,353.0,9,6,5t,4.8,256,1250.0
35.1663971224783,129.169346877964,36.0402988948878,129.363975318192,125.5,14,1,2.5t,1.5,94,1914.8936170212767
37.4899991692693,127.144724066602,37.5387798982997,126.735821911947,61.0,15,5,2.5t,2.5,69,1449.2753623188405
37.6048261808716,127.141582769718,35.830045225827,127.168421208184,221.1,14,0,5t,4.2,172,1627.906976744186
34.7321655956266,127.721675501477,36.0286612339806,127.766920580838,230.9,1,5,2.5t,2.1,172,1744.1860465116279
35.5493562254987,128.62458677947,35.868193304955,128.627450768564,75.0,18,1,5t,2.8,67,2238.805970149254
37.5483300712763,126.937375821826,37.751570231116,127.069058691011,49.8,9,3,2.5t,1.5,62,1451.6129032258063
37.4399307836902,127.144085193058,36.5178853090626,126.346217436919,172.7,9,3,2.5t,2.4,150,1200.0
35.8709621806203,129.273604129148,37.5003815665914,126.781012282215,352.6,3,4,2.5t,2.1,268,1253.7313432835822
35.8221427478063,127.122435795574,36.306096774816,127.366356515371,80.4,7,3,5t,4.8,73,2054.794520547945
37.5471837830332,127.066323578868,36.3595729104215,127.374996661833,167.8,9,2,2.5t,2.0,141,1276.595744680851
35.2043109666953,129.071444037266,37.5746515993172,126.96857500993,414.2,11,5,5t,4.6,335,1074.6268656716418
37.6081521313266,126.894017700618,37.1175642316259,127.112405748355,74.0,20,6,5t,3.3,108,1388.888888888889
35.1799133612149,128.558176859799,35.0993345931226,129.025603110683,54.0,0,5,5t,4.5,60,2600.0
37.3863263790493,126.933852248398,35.7063992361146,128.582987311938,330.3,8,6,5t,2.6,258,1240.3100775193798
37.505058587623,127.055338482872,35.8153214302845,128.767919216691,306.9,11,2,5t,2.6,235,1361.7021276595744
37.7538055788422,128.899389699606,37.5622202304736,127.06843080231,212.4,9,0,1.4t,1.2,153,1176.4705882352941
37.3265136413637,127.980968526643,37.3852535641309,126.984044819644,109.5,21,3,1.4t,1.2,87,1609.1954022988505
35.9293396683867,126.961016822335,37.4894815764914,126.549605804737,229.4,4,0,1.4t,1.3,173,1248.5549132947976
37.4896597747811,127.032836698092,37.1833830983514,128.467194436113,174.6,11,2,2.5t,2.0,141,1276.595744680851
37.6163455534551,127.063575974665,37.2487284184686,126.980917686037,63.0,19,5,2.5t,1.5,75,1333.3333333333333
35.9683915184602,126.679178895442,37.5750209523787,126.812818968091,214.6,19,5,1t,0.8,170,1000.0
36.3262758121628,127.423171264472,37.6458598425623,127.235662791792,173.2,14,4,1t,0.6,131,992.3664122137404
37.2876412938639,127.056859152984,37.5029076385962,126.773190124113,48.3,15,0,1.4t,1.2,55,1272.7272727272727
35.3450738453742,129.038353049566,36.3052557603165,127.387295510199,256.7,6,0,1t,0.6,175,971.4285714285714
37.4983139887332,127.002001641294,37.3715563644405,127.106280773042,19.7,7,6,5t,3.5,30,3000.0
35.5873077423498,126.610874100241,37.5793104787999,126.928813891014,260.3,15,1,1t,0.2,206,825.242718446602
35.1574957292204,126.903954349497,35.868104832983,128.591689144529,203.5,21,5,5t,4.7,155,1806.4516129032259
36.8052366520662,127.146887745914,37.3370794689358,127.928860678523,148.3,3,4,1.4t,1.2,113,1486.725663716814
37.6406883556007,127.015035247194,37.1696443844,127.066014711586,72.2,8,5,2.5t,2.4,94,1276.595744680851
36.3321335872742,127.445456132748,36.7599496115036,128.706141182906,206.0,1,6,1t,0.2,145,1406.896551724138
37.3079129159388,127.1103083748,37.2893527872249,127.632521052507,66.3,2,3,1.4t,1.4,70,1371.4285714285713
37.4215553597551,126.693293937995,37.5427260035371,126.937652079449,38.0,8,2,5t,2.9,66,1818.1818181818182
37.2783368972754,127.017590115651,35.8847336030267,128.627789195263,263.7,16,6,5t,3.4,206,1359.2233009708739
37.5012392760141,127.026621736603,37.2743465772919,127.002085897209,34.1,18,2,2.5t,2.4,52,1730.7692307692307
36.4974508123465,127.259871941943,37.555718082674,126.909347821349,158.4,7,3,5t,4.8,144,1458.3333333333333
37.5655015307735,126.994295296194,34.879180735498,128.422055202959,393.5,15,6,5t,5.0,281,1138.7900355871886
37.4848557817617,126.856393908987,35.9705146494865,128.936928372964,305.5,18,1,1t,0.8,226,884.9557522123894
37.4477533428485,126.646864040793,37.6923380120421,126.578767570175,36.3,8,6,1.4t,1.4,47,1489.3617021276596
34.7635515562965,127.669727075609,35.5339340994375,129.343199504982,222.3,7,5,5t,4.1,183,1530.0546448087432
37.4945141852318,126.655554753442,36.0097125888669,129.367508119063,362.7,18,5,1t,0.5,277,722.0216606498195
35.2324255779021,128.857259601211,35.9686576053459,129.409861603554,125.8,13,1,5t,4.0,97,2164.9484536082473
35.98332411722,128.553188064412,37.4954540793473,126.844115457009,285.9,13,2,5t,4.4,215,1302.3255813953488
35.5341856627653,129.313851290852,37.3387540126886,126.752006740668,373.3,5,3,1t,0.8,263,912.5475285171103
